feature,coefficient,importance
loan_to_income_ratio,1.2930370298344356,1.2930370298344356
loan_to_prior_payout_ratio,0.388872353820528,0.388872353820528
cancellation_rate_rolling3,-0.36200041487965084,0.36200041487965084
city_Bhubaneswar,-0.3031675574056726,0.3031675574056726
payout_delay_days_rolling3,0.2636508652137357,0.2636508652137357
platform_commission_pct,0.2584420450688609,0.2584420450688609
city_Pune,-0.2374902641049517,0.2374902641049517
monthly_income,-0.22785447502412043,0.22785447502412043
forecast_usage_lag1,0.20428450732040526,0.20428450732040526
avg_ticket,-0.20094409118156142,0.20094409118156142
digital_tool_usage,-0.19148401477196458,0.19148401477196458
city_Hyderabad,0.19048447196886759,0.19048447196886759
city_Mumbai,0.18723614020342913,0.18723614020342913
city_Chandigarh,-0.1729776443890472,0.1729776443890472
working_capital_gap_rolling3,-0.16320301998123343,0.16320301998123343
category_appliance_repair,-0.15335194170468663,0.15335194170468663
income_growth_pct_lag1,-0.15285718948278879,0.15285718948278879
technology_adoption_score_lag1,-0.14920674754282381,0.14920674754282381
city_Delhi NCR,0.1344329370624711,0.1344329370624711
lock_in_score_lag1,-0.1319949107085943,0.1319949107085943
city_Bengaluru,-0.11923885702457267,0.11923885702457267
region_North,0.11689362718420977,0.11689362718420977
city_Jaipur,0.11603179486734666,0.11603179486734666
payout_delay_days_lag1_imputed,-0.1077775461912108,0.1077775461912108
loan_to_prior_payout_rolling3_ratio,0.10154255720674649,0.10154255720674649
category_home_cleaning,0.10122258648657861,0.10122258648657861
category_beauty_wellness,0.09963070486645287,0.09963070486645287
loan_amount_lag1,-0.09934130290841336,0.09934130290841336
transaction_velocity,0.09872535989283615,0.09872535989283615
category_plumbing_electrical,-0.0933838867130318,0.0933838867130318
city_Lucknow,0.08980535855095326,0.08980535855095326
agentic_intelligence_score_lag1,0.0778424663616485,0.0778424663616485
loan_offer_flag_lag1,-0.07761356929778375,0.07761356929778375
credit_dependency_score,0.07733664572529471,0.07733664572529471
active_provider_month_flag_lag1,-0.0748134727082046,0.0748134727082046
city_Kolkata,0.07306046939964592,0.07306046939964592
digital_readiness,-0.07199126875092443,0.07199126875092443
prior_default_count,-0.07091139492249138,0.07091139492249138
rating_rolling3,-0.07082780049086053,0.07082780049086053
region_East,-0.06756917786116551,0.06756917786116551
city_Guwahati,0.06491203941813434,0.06491203941813434
working_capital_gap_lag1,-0.0635546361601958,0.0635546361601958
city_Kochi,-0.061348647015022476,0.061348647015022476
city_Chennai,-0.06108516615398698,0.06108516615398698
ai_adoption_score,0.06104244704340953,0.06104244704340953
tenure_days,-0.05983918331473597,0.05983918331473597
payout_volatility_rolling3,-0.05690016056747351,0.05690016056747351
city_Patna,0.05285761723360939,0.05285761723360939
liquidity_stress_index_safe,0.047468822438486706,0.047468822438486706
region_South,-0.040176981708923705,0.040176981708923705
prior_default_flag,-0.03694934420667915,0.03694934420667915
category_salon_spa_premium,0.03484790562198068,0.03484790562198068
region_West,-0.03421751635286516,0.03421751635286516
kyc_flag,-0.030891934864216458,0.030891934864216458
city_Surat,-0.0271118325274457,0.0271118325274457
agent_usage_flag,0.02666007859060138,0.02666007859060138
payment_success_rate,-0.02373764477551728,0.02373764477551728
city_Ahmedabad,-0.01222246467648175,0.01222246467648175
multi_product_adoption,-0.0015708380206365955,0.0015708380206365955
repeat_customer_rate,-2.5762041378148017e-05,2.5762041378148017e-05
