feature,coefficient,importance
kyc_flag,0.9822451648476557,0.9822451648476557
city_Surat,0.18363023924193478,0.18363023924193478
category_home_cleaning,0.11901077718787478,0.11901077718787478
multi_product_adoption,0.09357763748271226,0.09357763748271226
city_Ahmedabad,-0.09097100808042964,0.09097100808042964
category_beauty_wellness,-0.07772228827548164,0.07772228827548164
city_Kochi,0.07378130963926886,0.07378130963926886
digital_tool_usage,0.05547717909874637,0.05547717909874637
city_Patna,0.05412267127502481,0.05412267127502481
city_Mumbai,-0.05359257733530058,0.05359257733530058
city_Chandigarh,0.051619288258016684,0.051619288258016684
city_Bhubaneswar,-0.051191147871842334,0.051191147871842334
city_Hyderabad,-0.050337787166178684,0.050337787166178684
city_Bengaluru,-0.04989680544761367,0.04989680544761367
category_plumbing_electrical,0.04935302460969057,0.04935302460969057
ai_adoption_score,0.048832134622812745,0.048832134622812745
region_North,0.04817082999301102,0.04817082999301102
region_South,-0.03746402782545617,0.03746402782545617
category_salon_spa_premium,-0.037270218830748485,0.037270218830748485
city_Kolkata,-0.03649357191705285,0.03649357191705285
tenure_days,0.036149470515907764,0.036149470515907764
category_appliance_repair,-0.0356330701812584,0.0356330701812584
agent_usage_flag,-0.03538680109213599,0.03538680109213599
city_Guwahati,0.02946119170516099,0.02946119170516099
monthly_income,-0.026669645264188677,0.026669645264188677
city_Jaipur,0.02530973186663695,0.02530973186663695
repeat_customer_rate,-0.024511076229571663,0.024511076229571663
city_Lucknow,0.023425147397952397,0.023425147397952397
city_Chennai,-0.021013011124440175,0.021013011124440175
payment_success_rate,0.01933595894000472,0.01933595894000472
region_East,-0.019311139350799277,0.019311139350799277
avg_ticket,-0.015823154756065202,0.015823154756065202
transaction_velocity,0.010663683697592883,0.010663683697592883
city_Pune,0.008728340055449332,0.008728340055449332
city_Delhi NCR,-0.007451888645931958,0.007451888645931958
region_West,0.0010162196428843535,0.0010162196428843535
