merchant_id,month,income_growth_pct,monthly_profit,retention_flag,churn_probability,treatment_flag,post_treatment_flag,lock_in_score,technology_adoption_score,advancement_score,agentic_intelligence_score,forecast_usage
UC00000001,2024-01,-0.4426,10779.63,True,0.0163,False,False,0.5866,0.7925,0.4095,0.2985,False
UC00000001,2024-02,-0.4342,12535.07,True,0.0166,False,False,0.587,0.8013,0.419,0.304,False
UC00000001,2024-03,-0.1414,22080.82,True,0.0119,False,False,0.5899,0.81,0.58,0.3095,False
UC00000001,2024-04,-0.1695,19780.07,True,0.0121,False,False,0.5923,0.8188,0.5567,0.315,False
UC00000001,2024-05,-0.238,14514.98,True,0.0133,False,False,0.5878,0.8275,0.4979,0.3205,False
UC00000001,2024-06,-0.2165,14908.89,True,0.0129,False,False,0.5904,0.8363,0.5026,0.326,False
UC00000001,2024-07,-0.3536,13255.52,True,0.0144,False,False,0.5933,0.845,0.442,0.3315,False
UC00000001,2024-08,-0.2569,18433.27,True,0.0129,False,False,0.5932,0.8538,0.5146,0.337,False
UC00000001,2024-09,-0.1723,17742.23,True,0.0124,False,False,0.5879,0.8625,0.5408,0.3425,False
UC00000001,2024-10,-0.1748,18235.64,True,0.0121,False,False,0.5933,0.8713,0.5449,0.348,False
UC00000001,2024-11,-0.2404,18009.93,True,0.0125,False,False,0.5924,0.88,0.5177,0.3535,False
UC00000001,2024-12,0.0534,25783.74,True,0.0099,False,False,0.5938,0.8881,0.6817,0.359,False
UC00000001,2025-01,-0.0112,25588.9,True,0.0106,False,False,0.5912,0.8962,0.6603,0.3645,False
UC00000001,2025-02,-0.2728,17861.52,True,0.0134,False,False,0.5891,0.9042,0.5028,0.37,False
UC00000001,2025-03,-0.1525,20860.36,True,0.0122,False,False,0.5914,0.9123,0.5689,0.3755,False
UC00000001,2025-04,-0.2156,20526.01,True,0.0127,False,False,0.5916,0.9203,0.5445,0.381,False
UC00000001,2025-05,-0.0077,20497.37,True,0.0105,False,False,0.5929,0.9284,0.6246,0.3865,False
UC00000001,2025-06,-0.2553,18865.86,True,0.0125,False,False,0.5942,0.9364,0.5187,0.392,False
UC00000001,2025-07,-0.3561,16396.61,True,0.0139,False,False,0.5906,0.9445,0.4619,0.3975,False
UC00000001,2025-08,-0.1052,17870.07,True,0.0112,False,False,0.5898,0.9465,0.5697,0.403,False
UC00000001,2025-09,-0.0927,20508.72,True,0.0113,False,False,0.5927,0.9485,0.5931,0.4085,False
UC00000001,2025-10,-0.1269,22258.22,True,0.0119,False,False,0.5871,0.9505,0.5888,0.414,False
UC00000001,2025-11,-0.0424,20817.28,True,0.0105,False,False,0.5949,0.9525,0.6122,0.4195,False
UC00000001,2025-12,0.0082,20958.82,True,0.0101,False,False,0.5936,0.9545,0.6342,0.425,False
UC00000001,2026-01,-0.1652,21347.44,True,0.012,False,False,0.5882,0.9565,0.5705,0.4305,False
UC00000001,2026-02,-0.1098,22015.36,True,0.0111,False,False,0.5918,0.9585,0.5964,0.436,False
UC00000001,2026-03,0.082,26574.36,True,0.0097,False,False,0.592,0.9605,0.6999,0.4415,False
UC00000001,2026-04,0.0378,27090.59,True,0.0103,False,False,0.5885,0.9625,0.6849,0.447,False
UC00000001,2026-05,-0.0017,19669.26,True,0.0107,False,False,0.5878,0.9645,0.6228,0.4525,False
UC00000002,2024-01,-0.1928,13154.35,True,0.0172,False,False,0.6222,0.7218,0.5459,0.5381,False
UC00000002,2024-02,-0.184,12091.27,True,0.0162,False,False,0.6249,0.7306,0.5401,0.7436,True
UC00000002,2024-03,-0.3477,9825.37,True,0.0186,False,False,0.623,0.7393,0.4553,0.5491,False
UC00000002,2024-04,0.0514,15599.88,True,0.0147,False,False,0.6217,0.7481,0.6653,0.7546,True
UC00000002,2024-05,0.0078,14531.38,True,0.0147,False,False,0.6249,0.7568,0.641,0.5601,False
UC00000002,2024-06,-0.0906,11946.34,True,0.0159,False,False,0.6234,0.7656,0.5756,0.7656,True
UC00000002,2024-07,-0.1476,12324.74,True,0.0162,False,False,0.6224,0.7743,0.5578,0.7711,True
UC00000002,2024-08,-0.3479,10092.43,True,0.0178,False,False,0.6254,0.7831,0.4588,0.7766,True
UC00000002,2024-09,-0.6082,5150.41,True,0.022,False,False,0.6259,0.7918,0.3871,0.5821,False
UC00000002,2024-10,-0.2844,12171.87,True,0.0174,False,False,0.6251,0.8006,0.4988,0.7876,True
UC00000002,2024-11,-0.4005,10529.01,True,0.0189,False,False,0.6231,0.8093,0.437,0.7931,True
