feature,coefficient,importance
settlement_delay_days,-2.210346656633533,2.210346656633533
kyc_flag,0.7976385108078494,0.7976385108078494
cashflow_issue,-0.5981550304554524,0.5981550304554524
business_growth_after_digital,-0.47840186358834286,0.47840186358834286
needed_business_credit_binary,0.2474292204955209,0.2474292204955209
category_appliance_repair,-0.11844357389120211,0.11844357389120211
category_plumbing_electrical,-0.11454243343059774,0.11454243343059774
city_Surat,0.11362317712183966,0.11362317712183966
tenure_days,0.1082475077596779,0.1082475077596779
category_home_cleaning,0.10769414378487413,0.10769414378487413
city_Ahmedabad,-0.09482621752003426,0.09482621752003426
city_Kolkata,-0.09466646055543719,0.09466646055543719
loan_history,0.08717953787203916,0.08717953787203916
category_salon_spa_premium,0.08612833721198325,0.08612833721198325
city_Chennai,0.07852546254640679,0.07852546254640679
avg_ticket,-0.07620091434261703,0.07620091434261703
city_Patna,0.06681130612902214,0.06681130612902214
city_Kochi,0.05681339988846198,0.05681339988846198
city_Mumbai,-0.05304689812604485,0.05304689812604485
transaction_velocity,0.052942458407238,0.052942458407238
payment_success_rate,-0.04898541587659116,0.04898541587659116
platform_commission_pct,-0.04775486941310134,0.04775486941310134
city_Delhi NCR,0.044894168171372255,0.044894168171372255
category_beauty_wellness,0.04457940640242702,0.04457940640242702
ai_adoption_score,0.043068620664353914,0.043068620664353914
UPI_usage_frequency,-0.0428141361948163,0.0428141361948163
region_East,-0.0397103816701443,0.0397103816701443
city_Bengaluru,-0.033741260933030585,0.033741260933030585
digital_tool_usage,-0.032929153131101487,0.032929153131101487
digital_adoption_score,-0.032929153131101487,0.032929153131101487
city_Hyderabad,-0.03238181576840542,0.03238181576840542
region_South,0.030274611159880054,0.030274611159880054
city_Pune,0.029509061637222424,0.029509061637222424
city_Chandigarh,-0.025668412473903297,0.025668412473903297
multi_product_adoption,0.024318827308101924,0.024318827308101924
monthly_income,-0.02113508191026987,0.02113508191026987
city_Guwahati,-0.02054172202830236,0.02054172202830236
region_West,-0.020277189809105613,0.020277189809105613
repeat_customer_rate,-0.017751883488902578,0.017751883488902578
repeat_customer_change,-0.017751883488902578,0.017751883488902578
city_Jaipur,-0.017012838367218418,0.017012838367218418
agent_usage_flag,-0.01695997730548185,0.01695997730548185
region_North,0.01516212214048917,0.01516212214048917
city_Lucknow,0.010329442805457025,0.010329442805457025
city_Bhubaneswar,0.009772284880442149,0.009772284880442149
