merchant_id,month,payout_amount,payout_delay_days,active_provider_month_flag,loan_offer_flag,loan_amount,loan_status,repayment_amount,working_capital_gap,loan_disbursal_time,default_flag
UC00000001,2024-01,34000.71,4.71,True,True,14060.27,defaulted,7391.42,2472.99,3.943,True
UC00000001,2024-02,36137.31,6.09,True,False,0.0,not_offered,0.0,4127.9,0.0,False
UC00000001,2024-03,22658.64,4.54,True,True,0.0,declined,0.0,6091.93,0.0,False
UC00000001,2024-04,29479.85,2.41,True,False,0.0,not_offered,0.0,2013.92,0.0,False
UC00000001,2024-05,38805.87,5.14,True,False,0.0,not_offered,0.0,4619.27,0.0,False
UC00000001,2024-06,20052.36,5.85,True,True,6838.17,repaid,7088.6,7578.94,4.383,False
UC00000001,2024-07,51274.0,4.45,True,False,0.0,not_offered,0.0,2367.8,0.0,False
UC00000001,2024-08,38952.96,3.2,True,True,0.0,declined,0.0,5821.24,0.0,False
UC00000001,2024-09,43033.31,2.22,True,True,0.0,declined,0.0,2366.8,0.0,False
UC00000001,2024-10,49593.41,4.53,True,False,0.0,not_offered,0.0,330.01,0.0,False
UC00000001,2024-11,40113.75,3.16,True,True,15177.58,repaid,15804.64,5590.83,1.376,False
UC00000001,2024-12,46457.04,4.78,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000001,2025-01,38293.82,3.4,True,True,10164.31,active,1104.61,5231.03,1.231,False
UC00000001,2025-02,36001.34,5.0,True,False,0.0,not_offered,0.0,482.09,0.0,False
UC00000001,2025-03,45926.98,5.09,True,True,0.0,declined,0.0,2780.97,0.0,False
UC00000001,2025-04,35249.38,2.71,True,False,0.0,not_offered,0.0,811.86,0.0,False
UC00000001,2025-05,44746.31,2.32,True,True,0.0,declined,0.0,2255.7,0.0,False
UC00000001,2025-06,39228.49,3.68,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000001,2025-07,38971.69,3.71,True,False,0.0,not_offered,0.0,2156.54,0.0,False
UC00000001,2025-08,24061.03,4.77,True,False,0.0,not_offered,0.0,8028.24,0.0,False
UC00000001,2025-09,42441.57,3.36,True,False,0.0,not_offered,0.0,3588.94,0.0,False
UC00000001,2025-10,45636.86,2.48,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000001,2025-11,40880.8,3.76,True,True,0.0,declined,0.0,3393.33,0.0,False
UC00000001,2025-12,43089.09,2.21,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000001,2026-01,35495.32,4.21,True,True,7338.17,active,316.42,3766.02,3.311,False
UC00000001,2026-02,49648.93,2.72,True,False,0.0,not_offered,0.0,2793.27,0.0,False
UC00000001,2026-03,50510.22,4.23,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000001,2026-04,60896.31,2.2,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000001,2026-05,40913.11,2.54,True,True,13833.03,active,1236.68,4500.02,3.154,False
UC00000002,2024-01,24589.47,5.49,True,False,0.0,not_offered,0.0,2534.61,0.0,False
UC00000002,2024-02,31103.61,4.38,True,False,0.0,not_offered,0.0,2386.47,0.0,False
UC00000002,2024-03,29423.32,4.69,True,False,0.0,not_offered,0.0,1781.92,0.0,False
UC00000002,2024-04,24722.78,4.86,True,True,0.0,declined,0.0,3132.04,0.0,False
UC00000002,2024-05,22683.44,2.8,True,True,8554.09,active,456.84,1504.53,4.195,False
UC00000002,2024-06,26947.53,2.43,True,True,0.0,declined,0.0,1565.19,0.0,False
UC00000002,2024-07,33469.22,4.5,True,True,0.0,declined,0.0,238.01,0.0,False
UC00000002,2024-08,30000.44,4.89,True,True,0.0,declined,0.0,1804.11,0.0,False
UC00000002,2024-09,21310.42,3.65,True,True,0.0,declined,0.0,1363.62,0.0,False
UC00000002,2024-10,20299.52,4.78,True,False,0.0,not_offered,0.0,1643.39,0.0,False
UC00000002,2024-11,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2024-12,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2025-01,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2025-02,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2025-03,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2025-04,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2025-05,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2025-06,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2025-07,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2025-08,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2025-09,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2025-10,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2025-11,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2025-12,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2026-01,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2026-02,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2026-03,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2026-04,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000002,2026-05,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000003,2024-01,32528.35,4.72,True,False,0.0,not_offered,0.0,10029.43,0.0,False
UC00000003,2024-02,36071.37,4.25,True,True,7836.09,repaid,8198.93,10599.49,3.54,False
UC00000003,2024-03,48799.28,4.45,True,False,0.0,not_offered,0.0,6380.95,0.0,False
UC00000003,2024-04,62961.16,2.81,True,False,0.0,not_offered,0.0,1586.61,0.0,False
UC00000003,2024-05,46192.52,5.31,True,False,0.0,not_offered,0.0,3412.92,0.0,False
UC00000003,2024-06,46921.71,2.83,True,False,0.0,not_offered,0.0,8025.87,0.0,False
UC00000003,2024-07,32277.79,1.24,True,True,7207.17,repaid,7456.95,4618.91,0.349,False
UC00000003,2024-08,63612.84,1.41,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000003,2024-09,50971.42,1.2,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000003,2024-10,59583.67,0.68,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000003,2024-11,45454.44,0.93,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000003,2024-12,38897.46,0.8,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000003,2025-01,48074.79,1.0,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000003,2025-02,60781.74,1.04,True,True,17048.16,repaid,17509.08,0.0,0.373,False
UC00000003,2025-03,53436.12,1.36,True,True,20707.52,repaid,21226.51,0.0,0.145,False
UC00000003,2025-04,64165.49,0.37,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000003,2025-05,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000003,2025-06,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000003,2025-07,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000003,2025-08,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000003,2025-09,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000003,2025-10,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000003,2025-11,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000003,2025-12,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000003,2026-01,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000003,2026-02,0.0,,False,False,0.0,not_offered,0.0,0.0,0.0,False
